Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
18,1420.0,1,230,3,3,405.0,3,54,3,1,3,25233.0,1,13.0,3.0,3,0,0,2,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
35,8020.0,0,1232,16,3,406.0,3,96,3,3,2,5100.0,0,15.0,3.0,3,2,12,3,2,11,9,6,9,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
36,3688.0,0,566,18,4,407.0,3,81,4,1,4,7122.0,4,18.0,3.0,4,2,4,2,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
51,5482.0,0,1302,2,3,408.0,4,84,1,2,2,16321.0,5,18.0,3.0,4,1,13,3,3,4,1,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41,16015.0,0,334,2,4,410.0,4,88,3,4,2,15896.0,1,19.0,3.0,2,0,22,2,3,22,10,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
18,1200.0,0,812,10,3,411.0,4,69,2,1,3,9724.0,1,12.0,3.0,1,0,0,2,3,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
28,5661.0,0,1476,16,2,412.0,2,68,4,2,1,4824.0,0,19.0,3.0,3,0,9,2,3,8,3,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
31,6929.0,0,218,7,3,416.0,2,100,4,2,4,12241.0,4,11.0,3.0,2,1,10,3,2,8,7,7,7,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
39,9613.0,0,1132,1,3,417.0,3,48,4,3,4,10942.0,0,17.0,3.0,1,3,19,5,2,18,10,3,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
36,5674.0,0,1105,24,4,419.0,2,47,3,2,2,6927.0,7,15.0,3.0,3,1,11,3,3,9,8,0,8,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
32,5484.0,0,906,7,3,420.0,4,91,2,2,3,16985.0,1,14.0,3.0,3,1,13,3,2,13,8,4,8,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
38,12061.0,0,849,25,2,421.0,1,81,2,3,2,26707.0,3,17.0,3.0,3,1,19,2,3,10,8,0,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
58,5660.0,0,390,1,4,422.0,4,32,1,2,3,17056.0,2,13.0,3.0,4,1,12,2,3,5,3,1,2,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True
31,4821.0,0,691,5,4,423.0,3,86,3,1,4,10077.0,0,12.0,3.0,3,1,6,4,3,5,2,0,3,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
31,6410.0,0,106,2,3,424.0,1,62,2,2,1,17822.0,3,12.0,3.0,4,0,9,1,3,2,2,1,0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
45,5210.0,0,1249,7,3,425.0,1,97,3,3,1,20308.0,1,18.0,3.0,1,1,24,2,3,24,9,9,11,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
31,2695.0,0,192,2,4,426.0,3,32,3,1,4,7747.0,0,18.0,3.0,2,1,3,2,1,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
33,11878.0,0,553,5,4,428.0,4,74,3,3,2,23364.0,6,11.0,3.0,2,2,12,2,3,10,6,8,8,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
39,17068.0,0,117,10,1,429.0,3,99,3,4,1,5355.0,1,14.0,3.0,4,0,21,3,3,21,9,11,10,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
43,2455.0,0,185,10,4,430.0,3,33,3,1,4,10675.0,0,19.0,3.0,1,0,9,5,3,8,7,1,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
49,13964.0,0,1091,1,2,431.0,3,90,2,4,3,17810.0,7,12.0,3.0,4,0,25,2,3,7,1,0,7,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
52,4941.0,1,723,8,4,433.0,3,85,2,2,2,17747.0,2,15.0,3.0,1,0,11,3,2,8,2,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
27,2478.0,0,1220,5,3,434.0,3,85,3,1,2,20938.0,1,12.0,3.0,2,0,4,2,2,4,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
32,5228.0,0,588,8,2,436.0,3,65,2,2,2,24624.0,1,11.0,3.0,4,0,13,2,3,13,12,11,9,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
27,4478.0,0,1377,2,3,437.0,4,74,3,2,3,5242.0,1,11.0,3.0,1,0,5,3,3,5,4,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
31,7547.0,0,691,7,3,438.0,4,73,3,2,4,7143.0,4,12.0,3.0,4,3,13,3,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
32,5055.0,0,1018,2,4,439.0,1,74,4,2,4,10557.0,7,16.0,3.0,3,0,10,0,2,7,7,0,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
28,3464.0,1,1157,2,4,440.0,1,84,1,1,4,24737.0,5,13.0,3.0,4,0,5,4,2,3,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
30,5775.0,0,1275,28,2,441.0,4,64,3,2,4,11934.0,1,13.0,3.0,4,2,11,2,3,10,8,1,9,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
31,8943.0,0,798,7,2,442.0,3,48,2,3,3,14034.0,1,24.0,4.0,1,1,10,2,3,10,9,8,9,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
39,19272.0,0,672,7,2,444.0,3,54,2,5,4,21141.0,1,15.0,3.0,1,1,21,2,3,21,9,13,3,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
39,5238.0,1,1162,3,2,445.0,4,41,3,2,3,17778.0,4,18.0,3.0,1,0,12,3,2,1,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
33,4682.0,0,508,10,3,446.0,2,46,2,2,4,4317.0,3,14.0,3.0,3,0,9,6,2,7,7,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
47,18300.0,0,1482,5,5,447.0,4,42,3,5,3,16375.0,4,11.0,3.0,2,1,21,2,3,3,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
43,5257.0,0,559,10,4,448.0,3,82,2,2,3,6227.0,1,11.0,3.0,2,1,9,3,4,9,7,0,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
27,6349.0,0,210,1,1,449.0,3,73,3,2,2,22107.0,0,13.0,3.0,4,1,6,0,3,5,4,1,4,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
54,4869.0,0,928,20,4,450.0,4,31,3,2,3,16885.0,3,12.0,3.0,4,0,20,4,2,4,3,0,3,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
43,9985.0,0,1001,7,3,451.0,3,43,3,3,1,9262.0,8,16.0,3.0,1,1,10,1,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
45,3697.0,0,549,8,4,452.0,4,75,3,2,4,9278.0,9,14.0,3.0,1,2,12,3,3,10,9,9,8,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
40,7457.0,0,1124,1,2,453.0,2,57,1,2,4,13273.0,2,22.0,4.0,3,3,6,2,2,4,3,0,2,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
29,2119.0,1,318,8,4,454.0,2,77,1,1,1,4759.0,1,11.0,3.0,4,0,7,4,2,7,7,0,7,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
29,3983.0,0,738,9,5,455.0,2,30,2,1,4,7621.0,0,17.0,3.0,3,0,4,2,3,3,2,2,2,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
30,6118.0,0,570,5,3,456.0,4,30,2,2,3,5431.0,1,13.0,3.0,3,3,10,2,3,10,9,1,2,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
27,6214.0,0,1130,8,4,458.0,2,56,3,2,2,3415.0,1,18.0,3.0,1,1,8,3,3,8,7,0,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
37,6347.0,0,1192,5,2,460.0,4,61,3,2,4,23177.0,7,16.0,3.0,3,2,8,2,2,6,2,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
38,11510.0,0,343,15,2,461.0,3,92,2,3,4,15682.0,0,14.0,3.0,2,1,12,3,3,11,10,2,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
31,7143.0,0,1232,7,4,462.0,3,39,3,3,4,25713.0,1,14.0,3.0,3,0,11,2,2,11,9,4,10,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
29,8268.0,0,144,10,1,463.0,4,39,2,2,2,11866.0,1,14.0,3.0,1,2,7,2,3,7,7,1,7,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
35,8095.0,0,1296,5,4,464.0,3,62,3,3,2,18264.0,0,13.0,3.0,4,0,17,5,3,16,6,0,13,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
23,2904.0,0,1309,26,1,465.0,3,83,3,1,4,16092.0,1,12.0,3.0,3,2,4,2,2,4,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
41,6032.0,0,483,6,3,466.0,4,95,2,2,2,10110.0,6,15.0,3.0,4,0,8,3,3,5,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
47,2976.0,0,1309,4,1,467.0,2,99,3,2,3,25751.0,3,19.0,3.0,1,0,5,3,3,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
42,15992.0,0,810,23,5,468.0,1,44,3,4,4,15901.0,2,14.0,3.0,2,0,16,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
29,4649.0,0,746,2,3,469.0,4,61,3,2,3,16928.0,1,14.0,3.0,1,1,4,3,2,4,3,0,2,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
42,2696.0,0,544,2,1,470.0,3,52,3,1,3,24017.0,0,11.0,3.0,3,1,4,5,3,3,2,1,0,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
32,2370.0,0,1062,2,3,471.0,3,75,3,1,2,3956.0,1,13.0,3.0,3,1,8,4,3,8,0,0,7,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
48,12504.0,0,530,29,1,473.0,1,91,3,3,3,23978.0,3,21.0,4.0,2,1,15,3,1,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
37,5974.0,0,1319,6,3,474.0,3,51,4,2,1,17001.0,4,13.0,3.0,1,2,13,2,3,7,7,6,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
30,4736.0,0,641,25,2,475.0,4,85,3,2,3,6069.0,7,12.0,3.0,2,1,4,2,4,2,2,2,2,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
26,5296.0,0,933,1,3,476.0,3,57,3,2,3,20156.0,1,17.0,3.0,2,1,8,3,3,8,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
42,6781.0,0,1332,2,4,477.0,1,98,2,2,4,17078.0,3,23.0,4.0,2,0,14,6,3,1,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
21,2174.0,1,756,1,1,478.0,1,99,2,1,2,9150.0,1,11.0,3.0,3,0,3,3,3,3,2,1,2,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
36,6653.0,0,845,1,5,479.0,4,45,3,2,4,15276.0,4,15.0,3.0,2,0,7,6,3,1,0,0,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
36,9699.0,0,541,3,4,481.0,1,48,2,3,4,7246.0,4,11.0,3.0,1,1,16,2,3,13,9,1,12,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
57,6755.0,0,593,1,4,482.0,4,88,3,2,3,2967.0,2,11.0,3.0,3,0,15,2,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
40,2213.0,0,1171,10,4,483.0,4,46,4,1,3,22495.0,3,13.0,3.0,3,1,10,3,3,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
21,2610.0,0,895,9,2,484.0,1,39,3,1,4,2851.0,1,24.0,4.0,3,0,3,3,2,3,2,2,2,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
33,2851.0,1,350,5,3,485.0,4,34,3,1,3,9150.0,1,13.0,3.0,2,0,1,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
37,3452.0,0,921,10,3,486.0,3,98,3,1,1,17663.0,6,20.0,4.0,2,1,17,3,3,5,4,0,3,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
46,5258.0,0,1144,7,4,487.0,3,30,3,2,3,16044.0,2,14.0,3.0,3,0,7,2,4,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
41,9355.0,1,143,4,3,488.0,1,56,3,2,2,9558.0,1,18.0,3.0,3,0,8,5,3,8,7,7,7,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
50,10496.0,0,1046,10,3,491.0,4,100,2,3,4,2755.0,6,15.0,3.0,4,0,20,2,3,4,3,1,3,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
40,6380.0,1,575,22,2,492.0,3,68,2,2,3,6110.0,2,12.0,3.0,1,2,8,6,3,6,4,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
31,2657.0,0,408,9,4,493.0,3,42,2,1,2,7551.0,0,16.0,3.0,4,0,3,5,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
21,2716.0,1,156,12,3,494.0,3,90,4,1,2,25422.0,1,15.0,3.0,4,0,1,0,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
29,2201.0,0,1283,23,3,495.0,4,54,3,1,4,18168.0,9,16.0,3.0,4,0,6,4,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
35,6540.0,0,755,9,4,496.0,3,97,2,2,2,19394.0,9,19.0,3.0,3,0,10,5,3,1,1,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
27,3816.0,0,1469,1,2,497.0,4,82,3,1,2,17881.0,1,11.0,3.0,2,1,5,2,3,5,2,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
28,5253.0,0,304,9,4,498.0,2,92,3,2,4,20750.0,1,16.0,3.0,4,0,7,1,3,7,5,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
49,10965.0,0,1261,7,3,499.0,2,31,2,3,3,12066.0,8,24.0,4.0,3,0,26,2,3,5,2,0,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
51,4936.0,0,1178,14,2,500.0,3,87,3,2,4,14862.0,4,11.0,3.0,3,1,18,2,2,7,7,0,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
36,2543.0,0,329,2,3,501.0,4,96,3,1,3,11868.0,4,13.0,3.0,2,1,6,3,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
34,5304.0,1,1362,19,3,502.0,1,67,4,2,4,4652.0,8,13.0,3.0,2,0,9,3,2,5,2,0,4,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
55,16659.0,0,1311,2,3,505.0,3,97,3,4,4,23258.0,2,13.0,3.0,3,0,30,2,3,5,4,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
24,4260.0,0,1371,10,4,507.0,4,77,3,2,3,5915.0,1,12.0,3.0,4,1,5,2,4,5,2,0,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
30,2476.0,0,202,2,1,508.0,3,72,3,1,2,17434.0,1,18.0,3.0,1,1,1,3,3,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
26,3102.0,1,575,3,1,510.0,3,73,3,1,1,6582.0,0,22.0,4.0,3,0,7,2,3,6,4,0,4,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
22,2244.0,0,253,11,3,511.0,1,43,3,1,2,24440.0,1,13.0,3.0,4,1,2,1,3,2,1,1,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
36,7596.0,0,164,2,2,513.0,2,61,2,3,3,3809.0,1,13.0,3.0,2,2,10,2,3,10,9,9,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
30,2285.0,1,464,4,3,514.0,3,40,3,1,4,3427.0,9,23.0,4.0,3,0,3,4,3,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
37,3034.0,0,1107,14,3,515.0,4,95,3,1,1,26914.0,1,12.0,3.0,3,1,18,2,2,18,7,12,17,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
40,5715.0,0,759,2,2,516.0,4,46,3,2,2,22553.0,7,12.0,3.0,3,2,8,5,3,5,4,1,3,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
42,2576.0,0,201,1,4,517.0,2,95,3,1,1,20490.0,3,16.0,3.0,2,1,8,5,3,5,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
37,4197.0,0,1305,10,4,518.0,3,49,3,2,2,21123.0,2,12.0,3.0,4,0,18,2,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
43,14336.0,0,982,12,3,520.0,1,59,2,4,2,4345.0,1,11.0,3.0,3,1,25,3,3,25,10,3,9,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
40,3448.0,0,555,2,3,521.0,2,78,2,2,3,13436.0,6,22.0,4.0,2,1,20,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
54,19406.0,0,821,5,2,522.0,1,86,3,5,1,8509.0,4,11.0,3.0,3,1,24,4,2,4,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
34,6538.0,0,1381,4,4,523.0,3,72,3,2,3,12740.0,9,15.0,3.0,1,1,6,3,3,3,2,1,2,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
31,4306.0,0,480,7,2,524.0,2,31,3,2,1,4156.0,1,12.0,3.0,2,1,13,5,1,13,10,3,12,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
43,2258.0,0,313,21,3,525.0,4,61,3,1,4,15238.0,7,20.0,4.0,1,1,8,1,3,3,2,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
43,4522.0,0,1473,8,4,526.0,3,74,3,2,3,2227.0,4,14.0,3.0,4,0,8,3,3,5,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
25,4487.0,0,891,4,2,527.0,2,99,2,2,4,12090.0,1,11.0,3.0,2,0,5,3,3,5,4,1,3,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
37,4449.0,0,1063,25,5,529.0,2,72,3,2,3,23866.0,3,15.0,3.0,1,2,15,2,3,13,11,10,7,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
31,2218.0,0,329,1,2,530.0,4,98,2,1,1,16193.0,1,12.0,3.0,3,1,4,3,3,4,2,3,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
39,19197.0,0,1218,1,1,531.0,2,52,3,5,3,8213.0,1,14.0,3.0,3,1,21,3,3,21,8,1,6,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
56,13212.0,0,906,6,3,532.0,3,86,4,4,1,18256.0,9,11.0,3.0,4,3,36,0,2,7,7,7,7,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
30,6577.0,0,1082,12,3,533.0,2,83,3,2,3,19558.0,0,11.0,3.0,2,0,6,6,3,5,4,4,4,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
41,8392.0,0,645,1,3,534.0,2,49,4,3,1,19566.0,1,16.0,3.0,3,1,10,2,3,10,7,0,7,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
28,4558.0,0,1300,17,2,536.0,3,79,3,2,1,13535.0,1,12.0,3.0,4,1,10,2,3,10,0,1,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
25,4031.0,1,688,3,3,538.0,1,91,3,1,1,9396.0,5,13.0,3.0,3,1,6,5,3,2,2,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
52,7969.0,0,319,3,3,543.0,4,39,2,3,3,19609.0,2,14.0,3.0,3,0,28,4,3,5,4,0,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
45,2654.0,0,192,10,2,544.0,1,69,3,1,4,9655.0,3,21.0,4.0,4,2,8,3,2,2,2,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
52,16555.0,0,1490,4,2,546.0,4,30,3,4,4,10310.0,2,13.0,3.0,4,0,31,2,1,5,2,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
